iter	Logloss
116	0.0184697332
117	0.01830913732
118	0.01811000148
119	0.01796317101
120	0.01777694645
121	0.01764964271
122	0.01746463907
123	0.01728421515
124	0.01713010636
125	0.01697887562
126	0.01686968646
127	0.01675933272
128	0.01663344378
129	0.01650963249
130	0.01639026993
131	0.01623073122
132	0.01607458277
133	0.01597382865
134	0.01582252979
135	0.01569238993
136	0.01556362818
137	0.01546926289
138	0.01534592712
139	0.0152556739
140	0.01513576508
141	0.01501706144
142	0.01490153716
143	0.01479543172
144	0.01469145764
145	0.01458843462
146	0.01447794988
147	0.01436966854
148	0.01425173649
149	0.01416465869
150	0.01406249895
151	0.01396177103
152	0.01386879565
153	0.0137550726
154	0.0136590135
155	0.01354895712
156	0.01348420945
157	0.01337522072
158	0.01331205158
159	0.01324375383
160	0.01315293862
161	0.01305384688
162	0.01296115839
163	0.01289501164
164	0.01280014725
165	0.01271125772
166	0.01262758066
167	0.01255078106
168	0.01248136196
169	0.01240074504
170	0.01233192591
171	0.01225881786
172	0.01219164408
173	0.01213304682
174	0.01205654721
175	0.01197763328
176	0.01189992061
177	0.01183215209
178	0.01175962045
179	0.01169690981
180	0.01161604792
181	0.01153642267
182	0.01147229593
183	0.0113928318
184	0.01132279307
185	0.01125339099
186	0.01118775252
187	0.01111396197
188	0.01105020727
189	0.0109839983
190	0.01091895981
191	0.01085477019
192	0.01079178249
193	0.01073245884
194	0.01067028203
195	0.01060867703
196	0.01054821172
197	0.01048870794
198	0.01044026443
199	0.01038539344
200	0.01032950197
201	0.0102778064
202	0.01023172677
203	0.01017551697
204	0.01012650165
205	0.01007123439
206	0.01001581517
207	0.009944013187
208	0.009891314166
209	0.009847065905
210	0.009795517712
211	0.009745922717
212	0.009695586922
213	0.009626219561
214	0.009581462368
215	0.009537092932
216	0.009487443573
217	0.009439554188
218	0.009392215655
219	0.0093536187
220	0.009311036749
221	0.009275952538
222	0.009231436384
223	0.00919006683
224	0.00912802822
225	0.009094292646
226	0.009048900106
227	0.008980658028
228	0.008941531181
229	0.008907892547
230	0.008878478637
231	0.008840208525
232	0.008797434005
233	0.008756447624
234	0.008719505845
235	0.008688579549
236	0.008652248225
237	0.00861789368
238	0.008563555204
239	0.008528256154
240	0.008493242683
241	0.00845849121
242	0.008421231757
243	0.008387019346
244	0.008353374817
245	0.008316980613
246	0.008278862461
247	0.008222498737
248	0.008186643595
249	0.008149659241
250	0.008117763551
251	0.00808598576
252	0.008054586557
253	0.00801884211
254	0.007987839835
255	0.007957289507
256	0.007931765619
257	0.007901667239
258	0.007871767977
259	0.007838891758
260	0.007812496725
261	0.007787876077
262	0.007763307828
263	0.00773451158
264	0.007702822214
265	0.007671640469
266	0.007643385248
267	0.007615418225
268	0.007584996931
269	0.007561889979
270	0.007531884607
271	0.007502213939
272	0.007475466519
273	0.0074500566
274	0.007421424756
275	0.007392758852
276	0.007364184647
277	0.007342140098
278	0.007316287402
279	0.007290610245
280	0.007265343771
281	0.007235525074
282	0.00721184631
283	0.007192898583
284	0.007168342779
285	0.007140866348
286	0.007116659657
287	0.0070901762
288	0.007064026791
289	0.007037994626
290	0.007005914227
291	0.006970317809
292	0.00694496684
293	0.006918896686
294	0.006893744835
295	0.006859137462
296	0.006836904929
297	0.006812239741
298	0.006773308738
299	0.006752630511
300	0.006720268464
301	0.006694665977
302	0.00667318407
303	0.00665478261
304	0.006630829402
305	0.006607563286
306	0.006584498908
307	0.006553057786
308	0.006532544618
309	0.006511974466
310	0.00648278391
311	0.006462762644
312	0.006440614606
313	0.006421238511
314	0.006399293522
315	0.006375734623
316	0.006354228481
317	0.006334948016
318	0.006319483558
319	0.006298264304
320	0.006282945911
321	0.006255782568
322	0.00623527202
323	0.006207221157
324	0.006187052517
325	0.006155308786
326	0.00613456244
327	0.006119107152
328	0.006092096423
329	0.006072303096
330	0.006050854594
331	0.006028268363
332	0.006009370416
333	0.005984498904
334	0.005964862121
335	0.005947875453
336	0.005927752007
337	0.005913744916
338	0.005895360486
339	0.005873839934
340	0.005855849811
341	0.005838065357
342	0.005821541115
343	0.005804111014
344	0.005786475244
345	0.005768227708
346	0.005753046864
347	0.005738111643
348	0.005719049946
349	0.005695551306
350	0.005678495208
351	0.005659895284
352	0.005645319656
353	0.005628787554
354	0.005606938849
355	0.005591831364
356	0.005573842552
357	0.005557565899
358	0.005541056722
359	0.005519119593
360	0.005503094458
361	0.005487172158
362	0.005469714547
363	0.00545409158
364	0.005438554418
365	0.005424382267
366	0.005407391014
367	0.005393243098
368	0.005376638619
369	0.005361611044
370	0.005350805246
371	0.005334365171
372	0.005318004351
373	0.005303052756
374	0.005289900434
375	0.005273625746
376	0.005253606773
377	0.005239260066
378	0.005222495441
379	0.005205945982
380	0.005190204461
381	0.005174667626
382	0.005160711624
383	0.005146760862
384	0.005136870093
385	0.005123162335
386	0.005109552499
387	0.005094550141
388	0.005084319757
389	0.005070968644
390	0.005058592492
391	0.005045450323
392	0.005033772725
393	0.005021469934
394	0.005010138501
395	0.004997132899
396	0.004984071949
397	0.004966326467
398	0.004954387198
399	0.004941538468
400	0.004924463047
401	0.004911980786
402	0.004900839303
403	0.004888123863
404	0.004875699242
405	0.004862022269
406	0.004848933482
407	0.004836093593
408	0.004824703866
409	0.004811992357
410	0.004797815622
411	0.004787280337
412	0.004775584399
413	0.004762281428
414	0.00475027928
415	0.004737259595
416	0.004724365342
417	0.004716977313
418	0.004708894334
419	0.004700681665
420	0.0046856423
421	0.004674251263
422	0.004662718747
423	0.004654542758
424	0.004642080475
425	0.004630997286
426	0.004617981531
427	0.004607029669
428	0.004596695795
429	0.004587071283
430	0.004576147258
431	0.004565229783
432	0.004554229123
433	0.004542945505
434	0.00453217999
435	0.004522288239
436	0.004510732797
437	0.004500883621
438	0.004490073893
439	0.00447974002
440	0.004469453633
441	0.004462203809
442	0.004451547023
443	0.004441161732
444	0.004429827025
445	0.004419563563
446	0.004407779856
447	0.004396571235
448	0.004388249837
449	0.004374426472
450	0.004363303656
451	0.004352737259
452	0.004342721714
453	0.004329348003
454	0.004319268924
455	0.004309378155
456	0.004299349182
457	0.004290324646
458	0.004280579942
459	0.004267326423
460	0.004259119977
461	0.004249751568
462	0.004239918766
463	0.004229613385
464	0.004219357456
465	0.004206600425
466	0.004193889898
467	0.004183800011
468	0.004175832638
469	0.004166506149
470	0.00415875165
471	0.004148292018
472	0.00413859349
473	0.004126230439
474	0.004114872807
475	0.004106193453
476	0.004097410611
477	0.004085577124
478	0.004079468303
479	0.004070012779
480	0.00406137731
481	0.004051894605
482	0.004043238504
483	0.004033826865
484	0.004024483673
485	0.004014578494
486	0.004007256293
487	0.003999095042
488	0.003987664377
489	0.003978536352
490	0.003969673927
491	0.003962889477
492	0.003955174278
493	0.003946924275
494	0.003937765792
495	0.003929625173
496	0.003921261201
497	0.003913240118
498	0.003902496872
499	0.003894052335
500	0.003886307334
501	0.003878551525
502	0.003871653434
503	0.003863808218
504	0.003853188766
505	0.003844853286
506	0.003836222402
507	0.003828010716
508	0.003821148977
509	0.003813535958
510	0.003805186067
511	0.003797830461
512	0.003790566882
513	0.003782447878
514	0.003775088014
515	0.003769775013
516	0.003762258278
517	0.003754948849
518	0.003748749311
519	0.003741481147
520	0.003734164186
521	0.00372673915
522	0.003719545
523	0.003711693562
524	0.003702588789
525	0.003695999201
526	0.003688830596
527	0.003680651659
528	0.003674948936
529	0.003668407817
530	0.003662489928
531	0.003657561737
532	0.003650757638
533	0.003643133156
534	0.003635546991
535	0.003628654139
536	0.00361926084
537	0.003614506551
538	0.003607727669
539	0.003600246304
540	0.003593363605
541	0.003586884383
542	0.003580277765
543	0.003572972266
544	0.003566550684
545	0.003561737446
546	0.003555227767
547	0.003548759681
548	0.003543460762
549	0.003534501726
550	0.003528891684
551	0.003522592586
552	0.003516110745
553	0.003509464827
554	0.003501205326
555	0.003494811582
556	0.003486091619
557	0.0034783476
558	0.003472198824
559	0.003465419942
560	0.003458913866
561	0.003453537003
562	0.003445166153
563	0.003440690237
564	0.003432311855
565	0.003426148014
566	0.003417992985
567	0.003412536212
568	0.003404382821
569	0.003398508488
570	0.003391953943
571	0.003386055703
572	0.003380271105
573	0.003376120067
574	0.003371015355
575	0.003363137717
576	0.003356436779
577	0.003350678054
578	0.003344270554
579	0.003338665753
580	0.00333282679
581	0.003327891722
582	0.003322439207
583	0.003315786084
584	0.003309598008
585	0.003303330678
